,ticker,name,sector,industry,market_cap,exchange,country_code
1156,CPTA,Capitala Finance Corp. ,Finance,FINANCE,44299000.0,NSDQ,United States
1157,CQP,"Cheniere Energy Partners, L.P. ",Oils Energy,OIL GAS PROD PIPEL,19239999488.0,NYSE,United States
1158,CR,Crane Co. ,Multi-Sector Conglomerates,CONGLOMERATES,4878000128.0,NYSE,United States
1159,CRAI,"CRA International, Inc. ",Business Services,BUSINESS SERVICES,429020000.0,NSDQ,United States
1160,CRBP,"Corbus Pharmaceuticals Holdings, Inc. ",Medical,DRUGS,183200992.0,NSDQ,United States
1161,CRC,California Resources Corporation ,Oils Energy,OIL-EXP&PROD,2190000128.0,NYSE,
1162,CRD.A,,Business Services,BUSINESS SERVICES,,NYSE,United States
1163,CRD.B, ,Business Services,BUSINESS SERVICES,3000000000.0,NYSE,United States
1164,CRDF,"Cardiff Oncology, Inc. ",Medical,DRUGS,365256000.0,NSDQ,United States
1165,CREE,"Cree, Inc. ",Computer and Technology,ELECTRON-SEMI,13075000320.0,NSDQ,United States
1166,CREG,China Recycling Energy Corporation ,Business Services,BUSINESS SERVICES,26191000.0,NSDQ,China
1167,CRESY,"Cresud Sociedad Anónima Comercial, Inmobiliaria, Financiera y Agropecuaria ",Consumer Staples,FOOD,481462016.0,NSDQ,
1168,CREX,"Creative Realities, Inc. ",Computer and Technology,COMPUTER SOFT SERV,29933000.0,NSDQ,United States
1169,CRH,CRH plc ,Construction,BUILDING PRODS,34637000704.0,NYSE,Ireland
1170,CRHC,Cohn Robbins Holdings Corp. ,Unclassified,UNCLASSIFIED,1086000000.0,NYSE,United States
1171,CRHM,CRH Medical Corporation ,Medical,MED PRODS,277107008.0,NYSE,Canada
1172,CRI,"Carter's, Inc. ",Consumer Discretionary,APPAREL,3643000064.0,NYSE,United States
1173,CRIS,"Curis, Inc. ",Medical,DRUGS,869043008.0,NSDQ,United States
1174,CRK,"Comstock Resources, Inc. ",Oils Energy,OIL-EXP&PROD,1327000064.0,NYSE,United States
1175,CRL,"Charles River Laboratories International, Inc. ",Medical,MEDICAL CARE,14243000320.0,NYSE,United States
1176,CRM,"salesforce.com, inc. ",Computer and Technology,COMPUTER SOFT SERV,198689996800.0,NYSE,United States
1177,CRMD,CorMedix Inc. ,Medical,DRUGS,481987008.0,NSDQ,United States
1178,CRMT,"America's Car-Mart, Inc. ",Retail Wholesale,NONFOOD RETAIL WH,894328000.0,NSDQ,United States
1179,CRNC,Cerence Inc. ,Computer and Technology,COMPUTER SOFT SERV,4193999872.0,NSDQ,United States
1180,CRNT,Ceragon Networks Ltd. ,Computer and Technology,TELECOMM SVCS,366443008.0,NSDQ,Israel
1181,CRNX,"Crinetics Pharmaceuticals, Inc. ",Medical,DRUGS,503382016.0,NSDQ,United States
1182,CRON,Cronos Group Inc. ,Medical,DRUGS,3744000000.0,NSDQ,Canada
1183,CROX,"Crocs, Inc. ",Consumer Discretionary,APPAREL,5021000192.0,NSDQ,United States
1184,CRS,Carpenter Technology Corporation ,Basic Materials,STEEL,1952999936.0,NYSE,United States
1185,CRSP,CRISPR Therapeutics AG ,Medical,DRUGS,9480999936.0,NSDQ,Switzerland
1186,CRSR,"Corsair Gaming, Inc. ",Consumer Discretionary,LEISURE SERVICES,3295000064.0,NSDQ,United States
1187,CRT,Cross Timbers Royalty Trust ,Oils Energy,OIL-EXP&PROD,53100000.0,NYSE,United States
1188,CRTD,Creatd Inc. ,Business Services,BUSINESS SERVICES,44565000.0,NSDQ,United States
1189,CRTO,Criteo S.A. ,Computer and Technology,COMPUTER SOFT SERV,2084999936.0,NSDQ,France
1190,CRTX,"Cortexyme, Inc. ",Medical,DRUGS,1005000000.0,NSDQ,United States
1191,CRUS,"Cirrus Logic, Inc. ",Computer and Technology,ELECTRON-SEMI,4746999808.0,NSDQ,United States
1192,CRVL,CorVel Corporation ,Business Services,BUSINESS SERVICES,1815000064.0,NSDQ,United States
1193,CRVS,"Corvus Pharmaceuticals, Inc. ",Medical,DRUGS,131703000.0,NSDQ,United States
1194,CRWD,"CrowdStrike Holdings, Inc. ",Computer and Technology,COMPUTER SOFT SERV,47793000448.0,NSDQ,United States
1195,CRWS,"Crown Crafts, Inc. ",Consumer Discretionary,HM FURN APPLI,76158000.0,NSDQ,United States
1196,CRY,"CryoLife, Inc. ",Medical,MED PRODS,983654016.0,NYSE,United States
1197,CS,Credit Suisse Group AG ,Finance,BANKS-MAJOR,34830000128.0,NYSE,Switzerland
1198,CSBR,"Champions Oncology, Inc. ",Medical,DRUGS,156150000.0,NSDQ,United States
1199,CSCO,"Cisco Systems, Inc. ",Computer and Technology,COMPUTER OFFICE EQUIP,189432004608.0,NSDQ,United States
1200,CSCW,"Color Star Technology Co., Ltd. ",Business Services,BUSINESS SERVICES,54107000.0,NSDQ,United States
1201,CSGP,"CoStar Group, Inc. ",Computer and Technology,COMPUTER SOFT SERV,32465000448.0,NSDQ,United States
1202,CSGS,"CSG Systems International, Inc. ",Computer and Technology,COMPUTER SOFT SERV,1506000000.0,NSDQ,United States
1203,CSII,"Cardiovascular Systems, Inc. ",Medical,MED PRODS,1660000000.0,NSDQ,United States
1204,CSIQ,Canadian Solar Inc. ,Oils Energy,ENERGY-ALT SRCS,2771000064.0,NSDQ,Canada
1205,CSL,Carlisle Companies Incorporated ,Multi-Sector Conglomerates,CONGLOMERATES,7741000192.0,NYSE,United States
1206,CSLT,"Castlight Health, Inc. ",Computer and Technology,COMPUTER SOFT SERV,261426000.0,NYSE,United States
1207,CSOD,"Cornerstone OnDemand, Inc. ",Computer and Technology,COMPUTER SOFT SERV,3288999936.0,NSDQ,United States
1208,CSPI,CSP Inc. ,Computer and Technology,COMPUTER OFFICE EQUIP,36698000.0,NSDQ,United States
1209,CSPR,Casper Sleep Inc. ,Retail Wholesale,NONFOOD RETAIL WH,340059008.0,NYSE,United States
1210,CSR,Investors Real Estate Trust ,Finance,REAL ESTATE,895833984.0,NYSE,United States
1211,CSSE,"Chicken Soup for the Soul Entertainment, Inc. ",Consumer Discretionary,MEDIA,355668000.0,NSDQ,United States
1212,CSTE,Caesarstone Ltd. ,Construction,BUILDING PRODS,434224000.0,NSDQ,Israel
1213,CSTL,"Castle Biosciences, Inc. ",Medical,DRUGS,1883000064.0,NSDQ,United States
1214,CSTM,Constellium SE ,Industrial Products,METALS FABRICATING,1852999936.0,NYSE,Netherlands
1215,CSTR,"Capstar Financial Holdings, Inc. ",Finance,BANKS & THRIFTS,356438016.0,NSDQ,United States
1216,CSU,Capital Senior Living Corporation ,Medical,MEDICAL CARE,65206000.0,NYSE,United States
1217,CSV,"Carriage Services, Inc. ",Consumer Staples,CON PRD-MISC STAPLES,592284992.0,NYSE,United States
1218,CSWC,Capital Southwest Corporation ,Finance,INVEST BKRS MGMT,435104992.0,NSDQ,United States
1219,CSWI,"CSW Industrials, Inc. ",Basic Materials,CHEMICALS,1964999936.0,NSDQ,United States
1220,CSX,CSX Corporation ,Transportation,TRANSPORTATION,69806997504.0,NSDQ,United States
1221,CTAC,Cerberus Telecom Acquisition Corp. ,Unclassified,UNCLASSIFIED,362972992.0,NYSE,
1222,CTAS,Cintas Corporation ,Industrial Products,IND PRODS SVC,34065000448.0,NSDQ,United States
1223,CTB,Cooper Tire & Rubber Company ,Auto Tires Trucks,AUTOS TIRES TRUCKS,2887000064.0,NYSE,United States
1224,CTBI,"Community Trust Bancorp, Inc. ",Finance,BANKS & THRIFTS,727732992.0,NSDQ,United States
1225,CTEK,"CynergisTek, Inc. ",Business Services,BUSINESS SERVICES,25565000.0,NYSE,United States
1226,CTG,"Computer Task Group, Incorporated ",Computer and Technology,COMPUTER SOFT SERV,126364000.0,NSDQ,United States
1227,CTHR,"Charles & Colvard, Ltd. ",Consumer Discretionary,OTHER CONS DISC,69503000.0,NSDQ,United States
1228,CTIB,Yunhong CTI Ltd. ,Industrial Products,IND PRODS SVC,14575000.0,NSDQ,United States
1229,CTIC,CTI BioPharma Corp. ,Medical,DRUGS,245282000.0,NSDQ,United States
1230,CTK,CooTek ,Computer and Technology,COMPUTER SOFT SERV,248890000.0,NYSE,China
1231,CTLT,"Catalent, Inc. ",Medical,DRUGS,19356999680.0,NYSE,United States
1232,CTMX,"CytomX Therapeutics, Inc. ",Medical,DRUGS,487056000.0,NSDQ,United States
1233,CTO,"CTO Realty Growth, Inc. ",Finance,REAL ESTATE,304424000.0,NYSE,United States
1234,CTRE,"CareTrust REIT, Inc. ",Finance,REAL ESTATE,2126999936.0,NSDQ,United States
1235,CTRM,Castor Maritime Inc. ,Transportation,TRANSPORTATION,508003008.0,NSDQ,
1236,CTRN,"Citi Trends, Inc. ",Retail Wholesale,NONFOOD RETAIL WH,789726976.0,NSDQ,United States
1237,CTS,CTS Corporation ,Computer and Technology,ELECTRONICS,1038000000.0,NYSE,United States
1238,CTSH,Cognizant Technology Solutions Corporation ,Computer and Technology,COMPUTER SOFT SERV,38990000128.0,NSDQ,United States
1239,CTSO,Cytosorbents Corporation ,Medical,MED PRODS,406715008.0,NSDQ,United States
1240,CTST,,Medical,DRUGS,,NYSE,Canada
1241,CTT,"CatchMark Timber Trust, Inc. ",Construction,BUILDING PRODS,497896000.0,NYSE,United States
1242,CTVA,"Corteva, Inc. ",Consumer Staples,FOOD,33593999360.0,NYSE,United States
1243,CTXR,"Citius Pharmaceuticals, Inc. ",Medical,DRUGS,255344000.0,NSDQ,United States
1244,CTXS,"Citrix Systems, Inc. ",Computer and Technology,COMPUTER SOFT SERV,16426000384.0,NSDQ,United States
1245,CUB,Cubic Corporation ,Computer and Technology,ELECTRONICS,2204999936.0,NYSE,United States
1246,CUBE,CubeSmart ,Finance,REAL ESTATE,7216999936.0,NYSE,United States
1247,CUBI,"Customers Bancorp, Inc. ",Finance,BANKS & THRIFTS,849062976.0,NYSE,United States
1248,CUE,"Cue Biopharma, Inc. ",Medical,DRUGS,412088992.0,NSDQ,United States
1249,CUK,Carnival Corporation & plc ,Consumer Discretionary,LEISURE SERVICES,25622999040.0,NYSE,United Kingdom
1250,CULP,"Culp, Inc. ",Consumer Discretionary,HM FURN APPLI,212240992.0,NYSE,United States
1251,CUO,,Construction,BUILDING PRODS,,ARCA,United States
1252,CURI,CuriosityStream Inc. ,Consumer Discretionary,MEDIA,896844032.0,NSDQ,United States
1253,CURO,CURO Group Holdings Corp. ,Finance,FINANCE,591606976.0,NYSE,United States
1254,CUTR,"Cutera, Inc. ",Computer and Technology,MISC TECHNOLOGY,622782976.0,NSDQ,United States
1255,CUZ,Cousins Properties Incorporated ,Finance,REAL ESTATE,4983000064.0,NYSE,United States
1256,CVA,Covanta Holding Corporation ,Oils Energy,ENERGY-ALT SRCS,1854000000.0,NYSE,United States
1257,CVAC,CureVac N.V. ,Medical,DRUGS,17625999360.0,NSDQ,Germany
1258,CVBF,CVB Financial Corp. ,Finance,BANKS & THRIFTS,2900999936.0,NSDQ,United States
1259,CVCO,"Cavco Industries, Inc. ",Construction,CONSTRUCT BLDG SERV,1939000064.0,NSDQ,United States
1260,CVCY,Central Valley Community Bancorp ,Finance,BANKS & THRIFTS,221048000.0,NSDQ,United States
1261,CVE,Cenovus Energy Inc. ,Oils Energy,OIL-INTEGRATED,15059000320.0,NYSE,Canada
1262,CVEO,Civeo Corporation ,Consumer Discretionary,LEISURE SERVICES,267104000.0,NYSE,United States
1263,CVET,"Covetrus, Inc. ",Computer and Technology,COMPUTER SOFT SERV,5045000192.0,NSDQ,United States
1264,CVGI,"Commercial Vehicle Group, Inc. ",Auto Tires Trucks,AUTOS TIRES TRUCKS,283377984.0,NSDQ,United States
1265,CVGW,"Calavo Growers, Inc. ",Consumer Staples,FOOD,1331000064.0,NSDQ,United States
1266,CVI,"CVR Energy, Inc. ",Oils Energy,OIL-MISC,2220000000.0,NYSE,United States
1267,CVLB,"Conversion Labs, Inc. ",,,703233024.0,,
1268,CVLG,"Covenant Logistics Group, Inc. ",Transportation,TRANSPORTATION,311500000.0,NSDQ,United States
1269,CVLT,"Commvault Systems, Inc. ",Computer and Technology,COMPUTER SOFT SERV,2995000064.0,NSDQ,United States
1270,CVLY,"Codorus Valley Bancorp, Inc. ",Finance,BANKS & THRIFTS,165484000.0,NSDQ,United States
1271,CVM,CEL-SCI Corporation ,Medical,DRUGS,719395008.0,NYSE,United States
1272,CVNA,Carvana Co. ,Retail Wholesale,NONFOOD RETAIL WH,48698998784.0,NYSE,United States
1273,CVR,Chicago Rivet & Machine Co. ,Industrial Products,MACHINERY-ELEC,26767000.0,NYSE,United States
1274,CVS,CVS Health Corporation ,Retail Wholesale,FOOD DRUG-RTL WHL,89342001152.0,NYSE,United States
1275,CVU,"CPI Aerostructures, Inc. ",Aerospace,AEROSPACE DEFENSE,54976000.0,NYSE,United States
1276,CVV,CVD Equipment Corporation ,Industrial Products,MACHINERY,32777000.0,NSDQ,United States
1277,CVX,Chevron Corporation ,Oils Energy,OIL-INTEGRATED,192501006336.0,NYSE,United States
1278,CW,Curtiss-Wright Corporation ,Aerospace,AEROSPACE DEFENSE,4585999872.0,NYSE,United States
1279,CWBC,Community West Bancshares ,Finance,BANKS & THRIFTS,83714000.0,NSDQ,United States
1280,CWBR,"CohBar, Inc. ",Medical,DRUGS,93510000.0,NSDQ,United States
1281,CWCO,Consolidated Water Co. Ltd. ,Utilities,UTIL-WATER SPLY,195843008.0,NSDQ,Cayman Islands 
1282,CWEN,"Clearway Energy, Inc. ",Oils Energy,ENERGY-ALT SRCS,5399000064.0,NYSE,United States
1283,CWH,"Camping World Holdings, Inc. ",Consumer Discretionary,LEISURE SERVICES,2777999872.0,NYSE,United States
1284,CWK,Cushman & Wakefield plc ,Finance,REAL ESTATE,3739000064.0,NYSE,United Kingdom
1285,CWST,"Casella Waste Systems, Inc. ",Industrial Products,POLLUTION CNTRL,3084999936.0,NSDQ,United States
1286,CWT,California Water Service Group ,Utilities,UTIL-WATER SPLY,2751000064.0,NYSE,United States
1287,CX,"CEMEX, S.A.B. de C.V. ",Construction,BUILDING PRODS,9962999808.0,NYSE,Mexico
1288,CXDC,China XD Plastics Company Limited ,Basic Materials,CHEMICALS,80426000.0,NSDQ,China
1289,CXDO,"Crexendo, Inc. ",Computer and Technology,COMPUTER SOFT SERV,101043000.0,NSDQ,United States
1290,CXO,,,,,,
1291,CXP,"Columbia Property Trust, Inc. ",Finance,REAL ESTATE,1668999936.0,NYSE,United States
1292,CXW,"CoreCivic, Inc. ",Finance,REAL ESTATE,924502976.0,NYSE,United States
1293,CYAD,Celyad Oncology SA ,Medical,DRUGS,110895000.0,NSDQ,Belgium
1294,CYAN,Cyanotech Corporation ,Medical,DRUGS,22559000.0,NSDQ,United States
1295,CYBE,CyberOptics Corporation ,Computer and Technology,MISC TECHNOLOGY,193192000.0,NSDQ,United States
1296,CYBR,CyberArk Software Ltd. ,Computer and Technology,COMPUTER SOFT SERV,5794999808.0,NSDQ,Israel
1297,CYCC,"Cyclacel Pharmaceuticals, Inc. ",Medical,DRUGS,34340000.0,NSDQ,United States
1298,CYCN,"Cyclerion Therapeutics, Inc. ",Medical,DRUGS,131433000.0,NSDQ,United States
1299,CYD,China Yuchai International Limited ,Auto Tires Trucks,AUTOS TIRES TRUCKS,664764992.0,NYSE,Singapore
1300,CYH,"Community Health Systems, Inc. ",Medical,MEDICAL CARE,1134000000.0,NYSE,United States
1301,CYRN,CYREN Ltd. ,Computer and Technology,COMPUTER SOFT SERV,70814000.0,NSDQ,Israel
1302,CYRX,"Cryoport, Inc. ",Transportation,TRANSPORTATION,2584999936.0,NSDQ,United States
1303,CYTH,"Cyclo Therapeutics, Inc. ",Medical,DRUGS,38429000.0,NSDQ,United States
1304,CYTK,"Cytokinetics, Incorporated ",Medical,DRUGS,1376999936.0,NSDQ,United States
1305,CZNC,Citizens & Northern Corporation ,Finance,BANKS & THRIFTS,341472000.0,NSDQ,United States
1306,CZR,"Caesars Entertainment, Inc. ",Consumer Discretionary,LEISURE SERVICES,19253000192.0,NSDQ,United States
1307,CZWI,"Citizens Community Bancorp, Inc. ",Finance,BANKS & THRIFTS,125931000.0,NSDQ,United States
1308,CZZ,Cosan Limited ,Basic Materials,Agribusiness,4256999936.0,NYSE,Brazil
1309,D,"Dominion Energy, Inc. ",Utilities,UTIL-ELEC PWR,57597001728.0,NYSE,United States
1310,DAC,Danaos Corporation ,Transportation,TRANSPORTATION,854412992.0,NYSE,Greece
1311,DADA,Dada Nexus Limited ,Business Services,BUSINESS SERVICES,8389000192.0,NSDQ,China
1312,DAIO,Data I/O Corporation ,Computer and Technology,ELECTRONICS,44487000.0,NSDQ,United States
1313,DAKT,"Daktronics, Inc. ",Computer and Technology,ELECTRONICS,244616992.0,NSDQ,United States
1314,DAL,"Delta Air Lines, Inc. ",Transportation,TRANSPORT-AIR,31064999936.0,NYSE,United States
1315,DAN,Dana Incorporated ,Auto Tires Trucks,AUTOS TIRES TRUCKS,3468999936.0,NYSE,United States
1316,DAO,"Youdao, Inc. ",Business Services,BUSINESS SERVICES,3928999936.0,NYSE,China
1317,DAR,Darling Ingredients Inc. ,Consumer Staples,FOOD,10216999936.0,NYSE,United States
1318,DARE,"Daré Bioscience, Inc. ",Medical,DRUGS,79449000.0,NSDQ,United States
1319,DASH,"DoorDash, Inc. ",Computer and Technology,COMPUTER SOFT SERV,51143000064.0,NYSE,
1320,DAVA,Endava plc ,Computer and Technology,COMPUTER SOFT SERV,5225999872.0,NYSE,United Kingdom
1321,DB,Deutsche Bank Aktiengesellschaft ,Finance,BANKS-MAJOR,26176000000.0,NYSE,Germany
1322,DBD,"Diebold Nixdorf, Incorporated ",Business Services,BUSINESS SERVICES,1164000000.0,NYSE,United States
1323,DBDR,Roman DBDR Tech Acquisition Corp. ,Unclassified,UNCLASSIFIED,299001984.0,NSDQ,United States
1324,DBI,Designer Brands Inc. ,Retail Wholesale,NONFOOD RETAIL WH,915046016.0,NYSE,United States
1325,DBVT,DBV Technologies S.A. ,Medical,DRUGS,592332032.0,NSDQ,France
1326,DBX,"Dropbox, Inc. ",Computer and Technology,COMPUTER SOFT SERV,9413999616.0,NSDQ,United States
1327,DCBO,Docebo Inc. ,Computer and Technology,COMPUTER SOFT SERV,1420000000.0,NSDQ,
1328,DCI,"Donaldson Company, Inc. ",Industrial Products,POLLUTION CNTRL,7550000128.0,NYSE,United States
1329,DCIX,,,,,,
1330,DCO,Ducommun Incorporated ,Aerospace,AEROSPACE DEFENSE,664049984.0,NYSE,United States
1331,DCOM,"Dime Community Bancshares, Inc. ",Finance,BANKS & THRIFTS,1227000064.0,NSDQ,United States
1332,DCP,"DCP Midstream, LP ",Oils Energy,OIL GAS PROD PIPEL,4551000064.0,NYSE,United States
1333,DCPH,"Deciphera Pharmaceuticals, Inc. ",Medical,DRUGS,2462000128.0,NSDQ,United States
1334,DCRB,Decarbonization Plus Acquisition Corporation ,Unclassified,UNCLASSIFIED,331532992.0,NSDQ,
1335,DCT,"Duck Creek Technologies, Inc. ",Computer and Technology,COMPUTER SOFT SERV,6018999808.0,NSDQ,United States
1336,DCTH,"Delcath Systems, Inc. ",Medical,MED PRODS,104904000.0,NSDQ,United States
1337,DD,"DuPont de Nemours, Inc. ",Basic Materials,CHEMICALS,37360001024.0,NYSE,United States
1338,DDD,3D Systems Corporation ,Computer and Technology,COMPUTER OFFICE EQUIP,4405000192.0,NYSE,United States
1339,DDOG,"Datadog, Inc. ",Computer and Technology,COMPUTER SOFT SERV,28829999104.0,NSDQ,United States
1340,DDS,"Dillard's, Inc. ",Retail Wholesale,NONFOOD RETAIL WH,1784999936.0,NYSE,United States
1341,DE,Deere & Company ,Industrial Products,MACHINERY,109985996800.0,NYSE,United States
1342,DEA,"Easterly Government Properties, Inc. ",Finance,REAL ESTATE,1811000064.0,NYSE,United States
1343,DECK,Deckers Outdoor Corporation ,Consumer Discretionary,APPAREL,9198000128.0,NYSE,United States
1344,DEH,D8 Holdings Corp. ,Unclassified,UNCLASSIFIED,442031008.0,NYSE,"Hong Kong, SAR China"
1345,DEI,"Douglas Emmett, Inc. ",Finance,REAL ESTATE,5927000064.0,NYSE,United States
1346,DELL,Dell Technologies Inc. ,Computer and Technology,COMPUTER SOFT SERV,60357001216.0,NYSE,United States
1347,DEN,Denbury Inc. ,Oils Energy,OIL-EXP&PROD,2150000128.0,NYSE,United States
1348,DENN,Denny's Corporation ,Retail Wholesale,FOOD DRUG-RTL WHL,1115000064.0,NSDQ,United States
1349,DEO,Diageo plc ,Consumer Staples,BEVERAGES,92466003968.0,NYSE,United Kingdom
1350,DESP,"Despegar.com, Corp. ",Transportation,TRANSPORTATION,824662976.0,NYSE,Argentina
1351,DFFN,Diffusion Pharmaceuticals Inc. ,Medical,DRUGS,106252000.0,NSDQ,United States
1352,DFHT,Deerfield Healthcare Technology Acquisitions Corp. ,Unclassified,UNCLASSIFIED,228024000.0,NSDQ,United States
1353,DFIN,"Donnelley Financial Solutions, Inc. ",Computer and Technology,COMPUTER SOFT SERV,867427008.0,NYSE,United States
1354,DFPH,DFP Healthcare Acquisitions Corp. ,Unclassified,UNCLASSIFIED,313662016.0,NSDQ,United States
1355,DFS,Discover Financial Services ,Finance,FINANCE,28995000320.0,NYSE,United States
1356,DG,Dollar General Corporation ,Retail Wholesale,NONFOOD RETAIL WH,46364000256.0,NYSE,United States
1357,DGI, ,Computer and Technology,TELECOMM SVCS,,NYSE,United States
1358,DGICA,Donegal Group Inc. ,Finance,INSURANCE,408878016.0,NSDQ,United States
1359,DGICB,Donegal Group Inc. ,Finance,INSURANCE,399832000.0,NSDQ,United States
1360,DGII,Digi International Inc. ,Computer and Technology,COMPUTER OFFICE EQUIP,692227008.0,NSDQ,United States
1361,DGLY,"Digital Ally, Inc. ",Industrial Products,IND PRODS SVC,79526000.0,NSDQ,United States
1362,DGNR,Dragoneer Growth Opportunities Corp. ,Unclassified,UNCLASSIFIED,936710016.0,NYSE,United States
1363,DGNS,Dragoneer Growth Opportunities Corp. II ,Unclassified,UNCLASSIFIED,408393984.0,NSDQ,United States
1364,DGX,Quest Diagnostics Incorporated ,Medical,MEDICAL CARE,15413000192.0,NYSE,United States
1365,DHC,Diversified Healthcare Trust ,Finance,REAL ESTATE,1127000064.0,NSDQ,United States
1366,DHI,"D.R. Horton, Inc. ",Construction,CONSTRUCT BLDG SERV,27673999360.0,NYSE,United States
1367,DHIL,"Diamond Hill Investment Group, Inc. ",Finance,INVEST BKRS MGMT,449216000.0,NSDQ,United States
1368,DHR,Danaher Corporation ,Multi-Sector Conglomerates,CONGLOMERATES,157557997568.0,NYSE,United States
1369,DHT,"DHT Holdings, Inc. ",Transportation,TRANSPORTATION,956468992.0,NYSE,Bermuda
1370,DHX,"DHI Group, Inc. ",Computer and Technology,COMPUTER SOFT SERV,159871008.0,NYSE,United States
1371,DIN,"Dine Brands Global, Inc. ",Retail Wholesale,FOOD DRUG-RTL WHL,1276000000.0,NYSE,United States
1372,DIOD,Diodes Incorporated ,Computer and Technology,ELECTRON-SEMI,3380999936.0,NSDQ,United States
1373,DIS,The Walt Disney Company ,Consumer Discretionary,MEDIA,339707985920.0,NYSE,United States
1374,DISCA,"Discovery, Inc. ",Consumer Discretionary,MEDIA,22594000896.0,NSDQ,United States
1375,DISCB,"Discovery, Inc. ",Consumer Discretionary,MEDIA,21666000896.0,NSDQ,United States
1376,DISCK,"Discovery, Inc. ",Consumer Discretionary,MEDIA,22535000064.0,NSDQ,United States
1377,DISH,DISH Network Corporation ,Consumer Discretionary,MEDIA,16522000384.0,NSDQ,United States
1378,DIT,AMCON Distributing Company ,Retail Wholesale,FOOD DRUG-RTL WHL,63319000.0,ARCA,United States
1379,DJCO,Daily Journal Corporation ,Consumer Staples,PUBLISHING,483262016.0,NSDQ,United States
1380,DK,"Delek US Holdings, Inc. ",Oils Energy,OIL-MISC,1776000000.0,NYSE,United States
1381,DKL,"Delek Logistics Partners, LP ",Oils Energy,OIL GAS PROD PIPEL,1650000000.0,NYSE,United States
1382,DKNG,DraftKings Inc. ,Consumer Discretionary,LEISURE SERVICES,23267999744.0,NSDQ,United States
1383,DKS,"DICK'S Sporting Goods, Inc. ",Retail Wholesale,NONFOOD RETAIL WH,6464999936.0,NYSE,United States
1384,DL,China Distance Education Holdings Limited ,Computer and Technology,COMPUTER SOFT SERV,330928992.0,NYSE,China
1385,DLA,"Delta Apparel, Inc. ",Consumer Discretionary,APPAREL,191364000.0,NYSE,United States
1386,DLB,"Dolby Laboratories, Inc. ",Consumer Discretionary,CONSUMER ELECTRONICS,9960999936.0,NYSE,United States
1387,DLHC,DLH Holdings Corp. ,Business Services,BUSINESS SERVICES,129829000.0,NSDQ,United States
1388,DLNG,Dynagas LNG Partners LP ,Transportation,TRANSPORTATION,103775000.0,NYSE,Greece
1389,DLPN,"Dolphin Entertainment, Inc. ",Business Services,BUSINESS SERVICES,31490000.0,NSDQ,United States
1390,DLR,"Digital Realty Trust, Inc. ",Finance,REAL ESTATE,38357999616.0,NYSE,United States
1391,DLTH,Duluth Holdings Inc. ,Consumer Discretionary,APPAREL,453028992.0,NSDQ,United States
1392,DLTR,"Dollar Tree, Inc. ",Retail Wholesale,NONFOOD RETAIL WH,23633999872.0,NSDQ,United States
1393,DLX,Deluxe Corporation ,Business Services,Business Products,1692000000.0,NYSE,United States
1394,DM,"Desktop Metal, Inc. ",Industrial Products,MACHINERY,4588000256.0,NYSE,United States
1395,DMAC,DiaMedica Therapeutics Inc. ,Medical,DRUGS,169591008.0,NSDQ,United States
1396,DMLP,"Dorchester Minerals, L.P. ",Oils Energy,OIL-EXP&PROD,497655008.0,NSDQ,United States
1397,DMRC,Digimarc Corporation ,Industrial Products,IND PRODS SVC,585819008.0,NSDQ,United States
1398,DMS,"Digital Media Solutions, Inc. ",Business Services,BUSINESS SERVICES,697784000.0,NYSE,United States
1399,DMTK,"DermTech, Inc. ",Medical,MEDICAL CARE,1716000000.0,NSDQ,United States
1400,DMYD,"dMY Technology Group, Inc. II ",Unclassified,UNCLASSIFIED,619446976.0,NYSE,United States
1401,DMYI,"dMY Technology Group, Inc. III ",Unclassified,UNCLASSIFIED,493160000.0,NYSE,United States
1402,DNB,"Dun & Bradstreet Holdings, Inc. ",Business Services,BUSINESS SERVICES,9427999744.0,NYSE,United States
1403,DNK,Phoenix Tree Holdings Limited ,Finance,REAL ESTATE,420635008.0,NYSE,
1404,DNLI,Denali Therapeutics Inc. ,Medical,DRUGS,8285000192.0,NSDQ,United States
1405,DNMR,"Danimer Scientific, Inc. ",Industrial Products,IND PRODS SVC,3195000064.0,NYSE,United States
1406,DNN,Denison Mines Corp. ,Basic Materials,METALS-NON FERR,743694976.0,NYSE,Canada
1407,DNOW,NOW Inc. ,Oils Energy,OIL MACH SVC DRILL,1146000000.0,NYSE,United States
1408,DOC,Physicians Realty Trust ,Finance,REAL ESTATE,3624999936.0,NYSE,United States
1409,DOCU,"DocuSign, Inc. ",Business Services,BUSINESS SERVICES,43349999616.0,NSDQ,United States
1410,DOMO,"Domo, Inc. ",Computer and Technology,COMPUTER SOFT SERV,1908999936.0,NSDQ,United States
1411,DOOO,BRP Inc. ,Auto Tires Trucks,AUTOS TIRES TRUCKS,6409999872.0,NSDQ,Canada
1412,DOOR,Masonite International Corporation ,Construction,BUILDING PRODS,2688000000.0,NYSE,United States
1413,DORM,"Dorman Products, Inc. ",Auto Tires Trucks,AUTOS TIRES TRUCKS,3208000000.0,NSDQ,United States
1414,DOV,Dover Corporation ,Industrial Products,MACHINERY,17706000384.0,NYSE,United States
1415,DOW,Dow Inc. ,Basic Materials,CHEMICALS,44122001408.0,NYSE,United States
1416,DOX,Amdocs Limited ,Computer and Technology,COMPUTER SOFT SERV,9918000128.0,NSDQ,United States
